label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I am environmentally conscious,My family hunts and fishes,positive,explicit,70,13,-1,1.0,0.2478156876508929,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,"I eat chicken, turkey, and fish",I try to avoid beef,positive,explicit,80,3,-1,0.8684384309145654,0.1192049446241323,0.8684384309145654,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I eat smaller meat portions,I want to eat healthier,positive,explicit,85,19,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I eat smaller meat portions,I have health concerns,positive,explicit,80,19,6,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I eat smaller meat portions,I try to avoid beef,positive,explicit,60,19,-1,1.0,0.1192049446241323,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I eat wild game meats,My family hunts and fishes,positive,explicit,95,18,-1,0.3487196126221354,0.2478156876508929,0.3487196126221354,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I have health concerns,I try to avoid beef,positive,explicit,90,6,-1,1.0,0.1192049446241323,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I have health concerns,I want to eat healthier,positive,explicit,95,6,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,4c0618a1f49cf2e9,1,I try to avoid beef,I want to eat healthier,positive,explicit,88,-1,8,0.1192049446241323,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am curious about environmental impact,Environmental concerns make me sad,positive,explicit,85,13,13,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am curious about environmental impact,I eat meat at every meal,negative,implicit,40,13,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,Environmental concerns make me sad,I eat meat at every meal,negative,explicit,70,13,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am used to eating meat,I eat meat at every meal,positive,explicit,90,18,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I get protein from meat,I am used to eating meat,positive,explicit,85,14,18,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I get protein from meat,I eat meat at every meal,positive,explicit,80,14,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,Eating meat gives me energy,I get protein from meat,positive,implicit,60,-1,14,0.2771010123854208,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,Eating meat gives me energy,I eat meat at every meal,positive,implicit,45,-1,19,0.2771010123854208,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am used to eating meat,I prepare meat-based meals for my family,positive,implicit,60,18,26,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am used to eating meat,My family eats meat at every meal,positive,explicit,70,18,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I am used to eating meat,Most friends have similar meat-eating habits,positive,explicit,60,18,9,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I prepare meat-based meals for my family,My family eats meat at every meal,positive,explicit,95,26,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I prepare meat-based meals for my family,Most friends have similar meat-eating habits,positive,implicit,40,26,9,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I eat meat at every meal,My family eats meat at every meal,positive,explicit,90,19,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I eat meat at every meal,Most friends have similar meat-eating habits,positive,explicit,90,19,9,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I enjoy the taste of meat,I eat meat at every meal,positive,implicit,60,25,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I enjoy the taste of meat,I am used to eating meat,positive,implicit,50,25,18,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I enjoy the taste of meat,Eating meat gives me energy,positive,implicit,30,25,-1,1.0,0.2771010123854208,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ed14bc3f70d6cec5,1,I enjoy the taste of meat,Environmental concerns make me sad,negative,explicit,80,25,13,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I am aware of ecological concerns from cattle production,I eat red meat 3-4 times weekly,negative,implicit,60,0,2,0.075981299550826,0.2456818234959701,0.0315041726909532,0.2456818234959701
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I am aware of ecological concerns from cattle production,I partake in vegan meals at family gatherings,positive,implicit,35,0,4,0.075981299550826,0.1538533450371874,0.0315041726909532,0.1538533450371874
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat meat for protein,I eat red meat 3-4 times weekly,positive,implicit,70,14,2,1.0,0.2456818234959701,1.0,0.2456818234959701
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat meat for protein,I eat turkey or chicken at other meals,positive,implicit,70,14,3,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat meat for protein,I partake in vegan meals at family gatherings,negative,implicit,30,14,4,1.0,0.1538533450371874,1.0,0.1538533450371874
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat red meat 3-4 times weekly,I eat turkey or chicken at other meals,positive,explicit,75,2,3,0.2456818234959701,1.0,0.2456818234959701,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat red meat 3-4 times weekly,I partake in vegan meals at family gatherings,negative,explicit,50,2,4,0.2456818234959701,0.1538533450371874,0.2456818234959701,0.1538533450371874
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I eat turkey or chicken at other meals,I partake in vegan meals at family gatherings,negative,explicit,50,3,4,1.0,0.1538533450371874,1.0,0.1538533450371874
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy pleasant meat aromas during cooking,I enjoy the taste of meat,positive,explicit,80,25,25,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy pleasant meat aromas during cooking,I enjoy the texture of meat,positive,implicit,60,25,24,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy pleasant meat aromas during cooking,I eat red meat 3-4 times weekly,positive,explicit,70,25,2,1.0,0.2456818234959701,1.0,0.2456818234959701
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy pleasant meat aromas during cooking,I eat turkey or chicken at other meals,positive,implicit,60,25,3,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy the taste of meat,I enjoy the texture of meat,positive,explicit,80,25,24,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy the taste of meat,I eat red meat 3-4 times weekly,positive,explicit,75,25,2,1.0,0.2456818234959701,1.0,0.2456818234959701
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy the taste of meat,I eat turkey or chicken at other meals,positive,implicit,65,25,3,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy the texture of meat,I eat red meat 3-4 times weekly,positive,implicit,60,24,2,1.0,0.2456818234959701,1.0,0.2456818234959701
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I enjoy the texture of meat,I eat turkey or chicken at other meals,positive,implicit,55,24,3,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9dbce82bce25d24e,1,I partake in vegan meals at family gatherings,I am aware of ecological concerns from cattle production,positive,implicit,35,4,0,0.1538533450371874,0.075981299550826,0.1538533450371874,0.0315041726909532
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I am motivated to eat healthier,I have easy access to fresh vegetables,positive,explicit,85,8,-1,1.0,0.0295257338471395,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I am motivated to eat healthier,I lack vegan recipes I like,negative,explicit,75,8,4,1.0,0.4746622461039272,1.0,0.4746622461039272
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I am motivated to eat healthier,Meat-based meals are convenient for me,negative,implicit,60,8,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I enjoy the taste of meat,I am motivated to eat healthier,negative,implicit,55,25,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I eat meat at least once daily,I am motivated to eat healthier,negative,explicit,60,15,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I enjoy the taste of meat,I was raised eating meat regularly,positive,explicit,80,25,23,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I eat meat at least once daily,I enjoy the taste of meat,positive,implicit,80,15,25,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I lack vegan recipes I like,Meat-based meals are convenient for me,positive,explicit,70,4,12,0.4746622461039272,1.0,0.4746622461039272,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I eat meat at least once daily,Meat-based meals are convenient for me,positive,explicit,80,15,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I prepare vegan meals for social occasions,I am motivated to eat healthier,positive,implicit,40,4,8,0.2361855909240551,1.0,0.2361855909240551,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I lack vegan recipes I like,I prepare vegan meals for social occasions,negative,implicit,50,4,4,0.4746622461039272,0.2361855909240551,0.4746622461039272,0.2361855909240551
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c038519ac4670f62,1,I lack vegan recipes I like,I was raised eating meat regularly,positive,implicit,35,4,23,0.4746622461039272,1.0,0.4746622461039272,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I am used to eating meat,I eat meat most nights,positive,explicit,90,18,17,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I am used to eating meat,My family eats meat most nights,positive,explicit,80,18,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I am used to eating meat,I eat what I crave,positive,implicit,60,18,22,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I eat meat most nights,My family eats meat most nights,positive,explicit,95,17,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I eat meat most nights,I eat what I crave,positive,implicit,60,17,22,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I eat meat most nights,Meat is tasty to eat,positive,implicit,50,17,-1,1.0,0.1217538230234318,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I eat what I crave,Meat is tasty to eat,positive,implicit,70,22,-1,1.0,0.1217538230234318,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I watched documentaries about meat processing,Processed meats are unhealthy,positive,explicit,100,-1,-1,0.0722644711523478,0.1106615132434701,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I watched documentaries about meat processing,Eating too much meat is unhealthy,positive,explicit,80,-1,11,0.0722644711523478,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,Meat is tasty to eat,Eating too much meat is unhealthy,negative,implicit,40,-1,11,0.1217538230234318,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I am used to eating meat,Eating too much meat is unhealthy,negative,implicit,30,18,11,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,I eat meat most nights,Eating too much meat is unhealthy,negative,implicit,40,17,11,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,6db699e0a33315d4,1,Processed meats are unhealthy,Eating too much meat is unhealthy,positive,implicit,70,-1,11,0.1106615132434701,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,positive,explicit,90,1,-1,0.0631316682476111,0.1553400639807846,0.0631316682476111,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Family reasons prevent total meat elimination,I eat beef occasionally,positive,explicit,65,1,-1,0.0631316682476111,0.0928575867805202,0.0631316682476111,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Family reasons prevent total meat elimination,I eat chicken a few times a week,positive,explicit,65,1,-1,0.0631316682476111,0.2578790142154538,0.0631316682476111,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Family reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,explicit,60,1,-1,0.0631316682476111,0.0820822313770104,0.0631316682476111,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Health reasons prevent total meat elimination,I eat beef occasionally,positive,explicit,70,-1,-1,0.1553400639807846,0.0928575867805202,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Health reasons prevent total meat elimination,I eat chicken a few times a week,positive,explicit,70,-1,-1,0.1553400639807846,0.2578790142154538,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Health reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,explicit,60,-1,-1,0.1553400639807846,0.0820822313770104,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I am in favor of animal rights,I avoid eating intelligent animals,positive,explicit,90,5,5,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I am in favor of animal rights,I feel moral unease about eating animals,positive,explicit,90,5,5,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I am in favor of animal rights,I want to eliminate meat from my diet,positive,explicit,85,5,7,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I avoid eating intelligent animals,I feel moral unease about eating animals,positive,explicit,85,5,5,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I eat beef occasionally,I feel moral unease about eating animals,negative,explicit,65,-1,5,0.0928575867805202,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I eat chicken a few times a week,I feel moral unease about eating animals,negative,explicit,65,-1,5,0.2578790142154538,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I avoid eating intelligent animals,I never eat pork,positive,explicit,95,5,-1,1.0,0.0589404309476655,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I feel moral unease about eating animals,I want to eliminate meat from my diet,positive,explicit,85,5,7,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I never eat pork,I want to eliminate meat from my diet,positive,implicit,60,-1,7,0.0589404309476655,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,I share meat-eating habits with my partner,I want to eliminate meat from my diet,positive,implicit,55,-1,7,0.0820822313770104,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Family reasons prevent total meat elimination,I want to eliminate meat from my diet,negative,explicit,90,1,7,0.0631316682476111,1.0,0.0631316682476111,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,bb10b3e293fa7488,1,Health reasons prevent total meat elimination,I want to eliminate meat from my diet,negative,explicit,90,-1,7,0.1553400639807846,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,Availability influences my meat choices,Cost influences my meat choices,positive,explicit,80,0,0,0.1287298338711272,1.0,0.1287298338711272,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,Availability influences my meat choices,I eat mainly chicken and poultry,positive,implicit,40,0,-1,0.1287298338711272,0.2679206835446668,0.1287298338711272,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,Cost influences my meat choices,I eat mainly chicken and poultry,positive,implicit,40,0,-1,1.0,0.2679206835446668,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,My household eats what I cook,positive,explicit,95,26,1,1.0,0.1645045006008825,1.0,0.1645045006008825
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat mainly chicken and poultry,I eat meat daily,positive,explicit,90,-1,17,0.2679206835446668,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat meat because it is filling,I eat meat daily,positive,explicit,80,20,17,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat meat because it is filling,I eat mainly chicken and poultry,positive,implicit,35,20,-1,1.0,0.2679206835446668,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat meat because it is filling,We raise our own chickens,positive,implicit,30,20,21,1.0,0.6514224942942192,1.0,0.6514224942942192
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat mainly chicken and poultry,We raise our own chickens,positive,explicit,95,-1,21,0.2679206835446668,0.6514224942942192,,0.6514224942942192
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,I eat mainly chicken and poultry,positive,implicit,35,26,-1,1.0,0.2679206835446668,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,I eat meat daily,positive,implicit,30,26,17,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,We raise our own chickens,positive,implicit,30,26,21,1.0,0.6514224942942192,1.0,0.6514224942942192
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,Availability influences my meat choices,positive,implicit,30,26,0,1.0,0.1287298338711272,1.0,0.1287298338711272
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,Cost influences my meat choices,positive,implicit,30,26,0,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I am the main household cook,I eat meat because it is filling,positive,implicit,25,26,20,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,I eat mainly chicken and poultry,My household eats what I cook,positive,explicit,75,-1,1,0.2679206835446668,0.1645045006008825,,0.1645045006008825
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,7c0d0af95f8b1f08,1,My household eats what I cook,We raise our own chickens,positive,implicit,40,1,21,0.1645045006008825,0.6514224942942192,0.1645045006008825,0.6514224942942192
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,Chicken is easier for social situations,I eat only chicken and turkey,positive,explicit,90,21,3,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,Chicken is easier for social situations,I struggle getting enough protein vegetarian,positive,explicit,85,21,10,1.0,0.8600452228174894,1.0,0.8600452228174894
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I avoid eating beef,I avoid eating pork,positive,implicit,80,-1,-1,0.1207434123164335,0.0556377683930842,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I avoid eating beef,I did not like pork or beef taste,positive,explicit,95,-1,-1,0.1207434123164335,0.0747605012166463,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I avoid eating pork,I did not like pork or beef taste,positive,explicit,95,-1,-1,0.0556377683930842,0.0747605012166463,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I eat only chicken and turkey,I avoid eating beef,positive,explicit,85,3,-1,1.0,0.1207434123164335,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I eat only chicken and turkey,I avoid eating pork,positive,explicit,85,3,-1,1.0,0.0556377683930842,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I eat only chicken and turkey,I focus on meat for protein,positive,explicit,90,3,14,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I eat only chicken and turkey,I struggle getting enough protein vegetarian,positive,explicit,80,3,10,1.0,0.8600452228174894,1.0,0.8600452228174894
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I focus on meat for protein,I struggle getting enough protein vegetarian,positive,explicit,92,14,10,1.0,0.8600452228174894,1.0,0.8600452228174894
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I did not like pork or beef taste,I focus on meat for protein,positive,explicit,40,-1,14,0.0747605012166463,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I did not like pork or beef taste,I eat only chicken and turkey,positive,explicit,82,-1,3,0.0747605012166463,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I struggle getting enough protein vegetarian,I want to reduce environmental impact,negative,explicit,65,10,13,0.8600452228174894,1.0,0.8600452228174894,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ec02d5c2a65d3fd2,1,I eat only chicken and turkey,I want to reduce environmental impact,positive,implicit,50,3,13,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am concerned about environmental impact,I am motivated by health reasons,positive,explicit,60,13,6,1.0,0.0354419143659643,1.0,0.0354419143659643
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am concerned about environmental impact,I am motivated by personal values,positive,explicit,65,13,6,1.0,0.0337052411703441,1.0,0.0337052411703441
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am concerned about environmental impact,I am trying to reduce meat consumption,positive,explicit,90,13,7,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am concerned about environmental impact,I avoid eating red meat,positive,explicit,85,13,2,1.0,0.3522621045406001,1.0,0.3522621045406001
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am motivated by health reasons,I am motivated by personal values,positive,explicit,70,6,6,0.0354419143659643,0.0337052411703441,0.0354419143659643,0.0337052411703441
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am motivated by health reasons,I am trying to reduce meat consumption,positive,explicit,90,6,7,0.0354419143659643,1.0,0.0354419143659643,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am motivated by health reasons,I avoid eating red meat,positive,explicit,85,6,2,0.0354419143659643,0.3522621045406001,0.0354419143659643,0.3522621045406001
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am motivated by personal values,I am trying to reduce meat consumption,positive,explicit,75,6,7,0.0337052411703441,1.0,0.0337052411703441,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am motivated by personal values,I avoid eating red meat,positive,implicit,55,6,2,0.0337052411703441,0.3522621045406001,0.0337052411703441,0.3522621045406001
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am trying to reduce meat consumption,I avoid eating red meat,positive,explicit,95,7,2,1.0,0.3522621045406001,1.0,0.3522621045406001
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am trying to reduce meat consumption,I eat about five servings of meat a week,positive,explicit,85,7,15,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I avoid eating red meat,I eat about five servings of meat a week,positive,explicit,70,2,15,0.3522621045406001,1.0,0.3522621045406001,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,54cc4241bdbfff9e,1,I am trying to reduce meat consumption,My partner is also reducing meat consumption,positive,explicit,80,7,7,1.0,0.3195914166872712,1.0,0.3195914166872712
